Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	responsesForQuestionnaire	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/Questionnaire-leap-patient-privacy.json	5389	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	109	28	0	0	0	0	1	0	1
fsh-generated/resources/Questionnaire-leap-poahealthcare.json	10559	2	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	1	0	209	173	0	0	0	0	3	0	0
fsh-generated/resources/Questionnaire-leap-poamentalhealth.json	5906	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	107	24	0	0	0	0	1	0	0
fsh-generated/resources/Questionnaire-leap-polst.json	10912	3	0	0	0	0	0	0	1	28	0	0	0	0	0	0	0	0	0	0	191	75	0	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-ConsentToAcces.json	4059	1	1	0	0	0	0	34	0	25	0	0	0	0	0	0	0	1	0	0	236	1593	0	0	0	0	6	0	2
fsh-generated/resources/StructureDefinition-OAuthAuthenticationRequest.json	3852	2	0	0	0	0	0	6	0	24	0	0	0	0	0	0	0	0	0	0	51	155	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-OAuthAuthenticationResponse.json	2015	1	0	0	0	0	0	7	0	3	0	0	0	0	0	0	0	0	0	0	27	158	0	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-OAuthRegistrationRequest.json	4007	1	0	0	0	0	0	8	0	5	0	0	0	0	0	0	0	0	0	0	46	182	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-OAuthRegistrationResponse.json	2916	2	0	0	0	0	0	8	0	3	0	0	0	0	0	0	0	0	0	0	38	139	0	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-OAuthTokenResponse.json	3121	1	0	0	0	0	0	8	0	5	0	0	0	0	0	0	0	0	0	0	40	130	0	0	0	0	12	0	1
fsh-generated/resources/StructureMap-DnrToConsent.json	609	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	10	28	0	0	0	0	1	0	0
fsh-generated/resources/StructureMap-FirstNameToGiven.json	596	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	28	0	0	0	0	0	0	0
fsh-generated/resources/StructureMap-HipaaPrivacyToConsent.json	631	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	22	0	0	0	0	0	0	0
fsh-generated/resources/StructureMap-LastNameToFamily.json	593	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	23	0	0	0	0	0	0	0
fsh-generated/resources/StructureMap-LivingWillToConsent.json	623	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	23	0	0	0	0	0	0	0
fsh-generated/resources/StructureMap-PoaContractToConsent.json	627	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	26	0	0	0	0	0	0	0
fsh-generated/resources/StructureMap-PoaMentalHealthToConsent.json	658	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	9	22	0	0	0	0	0	0	0
fsh-generated/resources/StructureMap-PoaQuestinonaireToConsent.json	647	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	22	0	0	0	0	1	0	0
fsh-generated/resources/StructureMap-PolstToConsent.json	637	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	21	0	0	0	0	0	0	0
fsh-generated/resources/TestScript-TestScript-Scenario1A.json	13155	3	0	0	0	0	0	0	1	18	0	0	0	0	0	0	0	0	0	0	62	19	0	0	0	0	0	1	0
fsh-generated/resources/TestScript-TestScript-Scenario1B.json	13155	2	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	56	15	0	0	0	0	2	0	0
fsh-generated/resources/TestScript-TestScript-Scenario2A.json	13152	2	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	60	19	0	0	0	0	0	0	1
fsh-generated/resources/TestScript-TestScript-Scenario2B.json	13155	3	0	0	0	0	0	0	1	17	0	0	0	0	0	0	0	0	0	0	67	18	0	0	0	0	1	0	0
fsh-generated/resources/TestScript-TestScript-Scenario2C.json	14147	2	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	72	20	0	0	0	0	0	0	0
fsh-generated/resources/TestScript-TestScript-Scenario2D.json	13163	2	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	57	19	0	0	0	0	1	0	0
fsh-generated/resources/TestScript-TestScript-Scenario2E.json	13153	3	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	52	27	0	0	0	0	0	0	1
fsh-generated/resources/TestScript-TestScript-Scenario3.json	1793	1	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	12	13	0	0	0	0	0	0	0
fsh-generated/resources/TestScript-TestScript-gszMyXpwsdoAjJZeh.json	5257	2	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	27	14	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-ConsentExchangePolicies.json	569	1	0	0	0	0	0	0	0	258	0	0	0	0	0	0	0	0	0	0	10	3143	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-ConsentExchangeRelations.json	914	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	11	867	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-consent-exchange-category-codes.json	1148	1	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	20	83	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-consent-exchange-scope-codes.json	735	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	14	62	0	0	0	0	0	0	0
/input/examples/Binary-auth-request-3.fsh	309	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	16	0	0	0	0	0	0	0
/input/examples/Binary-auth-response-3.fsh	226	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	14	0	0	0	0	0	0	0
/input/examples/Binary-registration-request-3.fsh	241	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	13	0	0	0	0	0	0	0
/input/examples/Binary-registration-response-3.fsh	201	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0
/input/examples/Binary-token-response-3.fsh	236	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7	0	0	0	0	0	0	0
